type,smiles
13.053815697224657,Cc1cccc2c1nc([nH]2)CCN(C)C(=O)c3ccc4c(c3)cc[nH]4
13.04952521083061,C[C@H](C(=O)[O-])NC(=O)[C@@H](CCCC[NH3+])[NH3+]
13.0413830477803,Cc1cc(n[nH]1)C[C@H]2C[N@H+](C[C@@H]2O)Cc3cc(nc(n3)O)O
13.035949369684625,c1ccc2c(c1)c(=O)[nH]c(n2)C[NH2+]Cc3cccnc3
13.033336297268164,c1cc2c(cc1C[C@H](C(=O)[O-])[NH3+])[nH]c(=O)[nH]2
13.0324613159273,c1ccnc(c1)c2nc(on2)CNC(=O)c3cnn[nH]3
13.023668852674406,c1cnn(c1)c2ccc(=O)n(n2)CC3CCN(CC3)C(=O)c4ccc5c(c4)nccn5
13.014089785592969,c1c[nH]nc1c2c3c([nH]cn3)nc(n2)N
13.004813224623344,Cc1c([nH]cn1)C[N@H+]2CCO[C@@H](C2)c3ccnc(n3)C
13.000416333463225,c1c(c[nH]c1C(=O)NCCCc2csc(n2)N)C#N
12.99699467276242,c1cc2c(cc1Cl)[nH]c(n2)CNC(=O)c3cnc(nc3O)O
12.995577115052397,c1cc(oc1C[N@@H+]2CCC[C@]3(C2)CCc4c3nc(nc4)N)c5cc[nH]n5
12.994503394231096,Cc1c[nH]c([nH+]1)c2cc(nc(n2)C)[C@H]3CCC[N@H+](C3)Cc4ccc5cc[nH]c5c4
12.975515859445231,Cc1cc(nc(n1)[C@@H]2CN(CCO2)C(=O)c3ccc4c(c3)nc[nH]4)O
12.974617134892105,Cc1cc(n[nH]1)C[C@H]2C[N@H+](C[C@@H]2O)Cc3ccc(o3)c4cc[nH]n4
12.972361969416076,C[C@@H]1CCc2c(c([nH]n2)C(=O)NC[C@@H](C)n3cncn3)C1
12.970623438651366,Cc1cc(=O)[nH]c(n1)[C@H]2CC[N@@H+](C2)Cc3ccccn3
12.96135259364025,CCCC[C@@]1([C@H]2[C@H]([C@H]([NH2+]1)c3cccc(c3)F)C(=O)N(C2=O)c4cccc(c4)C(=O)C)C(=O)OC
12.952326655466756,CC(C)[N@H+]1CCC[C@@H]1C(=O)NCc2ccc3c(c2)[nH]c(n3)O
12.951763413709145,C([C@H]1[C@@H]([C@H]([C@H](O1)c2c(c([nH]n2)C(=O)N)O)O)O)O
12.950778070400162,Cc1c(sc(n1)CNC(=O)c2cc(ccc2OCCC[NH3+])F)C
12.94913099497158,c1cnccc1C[NH2+][C@@H]2CCCN(C2)c3c(=O)[nH]ccn3
12.943973881329876,CCOC(=O)[C@@]1([C@H]2[C@H]([C@@H]([NH2+]1)c3ccc(c(c3)OC)O)C(=O)N(C2=O)c4ccc(cc4)C)CCSC
12.943604542472425,CC(C)[C@@H](c1ncnn1C)NC(=O)c2[nH]c3cccnc3n2
12.94280914486156,C[N@H+](Cc1cc2cc(ccc2[nH]1)F)Cc3cnc(nc3)OC
12.940627847157025,Cc1cccc2c1nc([nH]2)[C@H]3CCC[N@@H+](C3)Cc4cnc(nc4)SC
12.928393937193103,c1ccnc(c1)c2nc([nH]n2)CC(=O)Nc3cccc(c3)Cl
12.921893133612866,c1c(nc[nH]1)CCN2C[C@]3(CCC[N@@H+](C3)C4CCCCC4)CCC2=O
12.916694249505138,c1ccc2c(c1)[nH]c(n2)C[N@@H+]3CCC[C@H](C3)c4ccncn4
12.9141449320105,CC(C)N1C(=O)[C@H]2[C@H]([NH2+][C@@]([C@H]2C1=O)(C)C(=O)[O-])c3ccccc3O
12.912064323113531,Cc1c[nH]c([nH+]1)C(=O)N[C@H](C)c2[nH]nc(n2)N
12.908268926664116,c1ccc(cc1)c2ccc(=O)n(n2)CC3CCN(CC3)C(=O)c4cnccn4
12.907070334133866,c1cc(nc(c1)[C@H]2CCCN(C2)C(=O)c3ccc4c(c3)nc([nH]4)CO)c5ccc(cc5)F
12.906101699011291,c1cc(ncc1)[C@@H](NC(=O)c2[nH]cc(c2)C#N)[C@H]3C[C@H](C3)O
12.904805055808172,Cc1c(c([nH]c1C(=O)N[C@H](C)c2ccccn2)C)C(=O)OC
12.899401276572384,c1ccc2c(c1)c(c([nH]2)C[N@@H+]3C[C@H](C4(C3)CCOCC4)C(=O)[O-])Cl
12.8993907240336,c1ccnc(c1)[N@]2CCC[C@@]3(C2)CC[N@@H+](C3)Cc4cccc(c4)C#N
12.89909745139322,c1[nH]c2c(n1)CC[C@H](C2)/[NH+]=C(\N3CCC[C@@H](C3)c4nc([nH]n4)C5CC5)/O
12.896989142081942,c1c(cn[nH]1)CCCC(=O)NCC[N@@H+]2CCC[C@@H](C2)CO
12.890863393317662,C[C@H]1CCc2c(c([nH]n2)C(=O)NCCC[C@@H]3CCOC3)C1
12.889958952806026,Cc1nc(cc(n1)[C@H]2CCC[N@H+](C2)Cc3ccc4cc[nH]c4c3)c5[nH]ccn5
12.889177625246871,CCCc1cc([nH]n1)C(=O)NCc2nc(on2)[C@@H]3CCCO3
12.887570561527848,C[C@@H]1C[C@H](CC(C1)(C)C)[N@H+](Cc2[nH]c(=O)c3cnn(c3n2)C)C4CC4
12.884596064658028,Cc1c[nH+]c([nH]1)C(=O)NC[C@@H]2CCCN(C2)c3ncccn3
12.88289886467022,C[C@H]1C[C@H]1C(=O)N2CC3(C2)C[C@H](CC[N@@H+]3C)COc4ccccn4
12.882468409025645,CCCc1cc(=O)[nH]c(n1)SCC(=O)N(CC)c2cccc3c2cccc3
12.882140840634216,Cc1[nH]nc(n1)C[N@H+]2CCCC[C@H]2C(=O)Nc3ccc(nc3)Oc4ccccc4
12.878906047807716,CC(C)(C)c1ncc2c(n1)C[C@H]3CC[C@@H]2N3C(=O)NCc4nc(on4)C5CC5
12.87663329476705,c1ccnc(c1)c2[nH]c(cc(=O)n2)[C@@H]3CCCC[N@H+]3Cc4cccs4
12.876293854769488,Cc1nc2c(c(n1)O)C[C@@H]3CC[C@H](C2)[N@@H+]3Cc4ccc(cc4)OC
12.876040593838663,Cc1ccc(c(c1)NC(=O)CN2C(=O)/C(=C\c3ccco3)/SC2=O)O
12.874481456233289,COc1ccc(cc1)NC2=[NH+]C(=O)/C(=C/c3ccc(c(c3)O)O)/S2
12.869979919063557,C[C@]12C[C@H]3[C@H]([NH2+][C@@H]1CCC[C@H]2N3C(=O)c4cc(nc(n4)N)O)Cc5ccccc5
12.868346913686686,C[N@@H+](Cc1cc2ccccc2[nH]1)[C@H]3COC[C@H]([C@H]3O)OC
12.868233913583872,c1cnc(cn1)c2nc([nH]n2)CNc3cc(ncn3)C4CC(C4)[NH3+]
12.866613659191366,Cc1nc(n(n1)C[C@@H]2CCCC[N@H+]2Cc3[nH]c4c(n3)cccn4)C
12.861485125342202,Cn1cc(cn1)C[N@@H+]2CC[C@@H]3[C@@H](C2)CCC(=O)N3CCc4c[nH]cn4
12.857858569513336,c1ccc2c(c1)[nH]c(n2)[C@H]([C@H]([C@H]([C@@H](c3[nH]c4ccccc4n3)O)O)O)O
12.857748207545216,c1c(c[nH]c1C(=O)N[C@H](Cc2cnc[nH]2)C(=O)[O-])Cl
12.85766290785671,c1cc(cc(c1)[N+](=O)[O-])CNC(=O)N2CCCC[C@@H]2c3c[nH]nc3
12.857163860710036,Cc1c[nH]c([nH+]1)[C@@H]2CC[N@H+](C2)Cc3c(c4cc(ccc4[nH]3)F)C
12.854348970989326,CC[C@H](c1cccc(n1)C)NC(=O)c2c(nn[nH]2)C
12.85220856437258,Cc1[nH]nc(n1)[C@H]2CCC[N@H+](C2)Cc3cccc(c3)OCc4ccccn4
12.850725053295154,c1c(ccnc1)C(=O)N2CCC(CC2)[NH2+][C@H]3C[C@@H](C3)c4nc[nH]c(=O)c4
12.847423867412136,c1cc(cnc1)C[N@H+]2CCC[C@@H](C2)c3[nH]c(=O)cc(n3)c4ccncc4
12.84522718058854,c1ccc(cc1)Oc2ccc(cn2)NC(=O)[C@@H]3CCCC[N@@H+]3Cc4ccccn4
12.845026242662524,c1cc(nnc1)CNC(=O)N2CCCC[C@H]2c3c[nH]nc3
12.845020087014898,c1cc(c(cc1/C=C/2\C(=O)N(C(=O)S2)CC(=O)Nc3ccc4c(c3)OCCO4)O)O
12.840450398032186,CC(C)N1C[C@@H](CC1=O)C(=O)Nc2ccc(nc2)Oc3ccccc3OC
12.834801272269662,Cn1c2c(cn1)c(=O)[nH]c(n2)C[N@@H+]3C[C@H]4C[C@H](C3)[C@@H]5CCCC(=O)N5C4
12.8347309220111,c1cc(ccc1C2=CC=C([C@@](C2)([NH3+])N)N)N
12.834225719216803,Cc1cc(ccc1C[N@@H+]2CCC[C@@]3(C2)CCC(=O)N(C3)CCc4c[nH]cn4)F
12.829370232308682,Cc1c(c([nH]c1C(=O)N[C@H](C)c2ccc3c(c2)OCCO3)C)C(=O)OC
12.82789199750065,C[N@@H+]1CCC[C@@H](C1)c2cc(=O)[nH]c(n2)Cc3ccccc3OC
12.825095574722813,Cc1cc(n[nH]1)C[C@@H]2C[N@H+](C[C@H]2O)Cc3c(c4ccccc4[nH]3)Cl
12.824326118769791,CCOc1ccc(cc1)NC(=O)[C@H](C)n2c(=O)c(cc(n2)c3cccs3)N
12.822699708729663,Cc1nc(cc(n1)[C@H]2C[N@@H+]3CC[C@H]2C[C@@H]3CNC(=O)CCCC(=O)[O-])c4ccccc4
12.82122938832572,Cc1cc(c2c(c1)c(c([nH]2)C(=O)NCc3nc(no3)c4ccccn4)C)C
12.819982869681825,c1cc(oc1)c2ccc(=O)n(n2)CC(=O)Nc3ccc4c(c3)OCCO4
12.81945524274261,[H]/N=c/1\c(c([nH][nH]1)C(=O)N[C@H](c2cccc(n2)C)C3CC3)c4ccccc4
12.814728145056364,CN(C)S(=O)(=O)[N@@]1C[C@@H]2CC[C@H](C1)[N@H+](C2)Cc3cc(=O)n4c([nH]3)ncn4
12.813334330558607,c1ccc2c(c1)C[C@H](NC2=O)C(=O)NCc3[nH]nc(n3)c4cnccn4
12.812867820406517,C[C@@H](c1ccncn1)[N@@H+](C)Cc2nnc(o2)c3ccco3
12.81221795989305,CCSc1ncc(cn1)C[NH2+]Cc2cccnc2
12.810775779592532,C[C@H](c1ccncn1)[N@@H+](C)Cc2cn(c3c2cccc3)CCC(=O)N
12.805827078591816,Cc1ccc2c(c1CNC(=O)c3cc(ccc3OCCC[NH3+])F)cccn2
12.804597707823447,C[C@H](Cc1cnccn1)NC(=O)c2cnc(nc2O)Cn3cncn3
12.80419495259318,c1cc(oc1)c2ccc(=O)n(n2)CC(=O)Nc3nc4c(s3)CCCC4
12.803286994568616,COc1ccccc1Oc2ccc(cn2)NC(=O)C[NH+]3CCCCCC3
12.801133397278388,CCc1cc(=O)[nH]c(n1)C[N@H+]2CCC[C@@H]2CO
12.799303411177547,c1cc2c(cc1Cl)c(=O)[nH]c(n2)C[N@@H+]3CCC[C@@H](C3)c4ccncc4
12.798047659062217,c1ccnc(c1)C[N@@H+]2CCC[C@H](C2)c3cc(=O)[nH]c(n3)c4cccnc4
12.796324517416563,c1cc(cc(c1)F)C[N@@H+]2CCC[C@H]2c3cccc(n3)CCC(=O)N
12.793391351323647,c1cc(cc(c1)F)NC(=O)CN2C(=O)/C(=C\c3ccc(c(c3)Br)O)/SC2=O
12.79244426096776,CCCc1cc(=O)[nH]c(n1)SCC(=O)Nc2cc(ccc2OC)Cl
12.789650476324615,Cc1c2cc(ccc2[nH]c1C[N@@H+]3CCO[C@@H](C3)c4c(nccn4)N)F
